,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
9482,Brian Muldoon (Earth-616),Secret Identity,Bad,Blue,Brown,Male,,13.0,1971-07-01,1971.0,marvel
9047,Winston Churchill (Earth-616),Public Identity,Good,Blue,,Male,,16.0,1941-09-01,1941.0,marvel
9941,Cosmic Man (Midas) (Earth-616),Secret Identity,Bad,Blue,No,Male,,11.0,2000-08-01,2000.0,marvel
20583,Lead (Element) (Earth-616),,Bad,,No,,,1.0,1997-09-01,1997.0,marvel
12841,Celia Rawlings (Earth-616),,Good,,,Female,,4.0,1965-09-01,1965.0,marvel
14840,Malcolm Reeves (Earth-616),Public Identity,Bad,,,Male,,3.0,2001-10-01,2001.0,marvel
7627,Antonio Rodriguez (Earth-616),Secret Identity,Neutral,Brown,No,Male,,51.0,1985-08-01,1985.0,marvel
9005,Scott Washington (Earth-616),Secret Identity,Good,Brown,Black,Male,,17.0,1992-03-01,1992.0,marvel
21361,Alistair (Earth-616),,Neutral,,,,,1.0,2007-07-01,2007.0,marvel
13084,Hugo Longride (Earth-616),Public Identity,Bad,,Grey,Male,,4.0,1984-12-01,1984.0,marvel
634,Duela Dent (Earth-3),Secret Identity,Neutral,Purple,Red,Female,,45.0,1976-08-01,1976.0,dc
23043,Capricorn (Thanos' Zodiac) (Earth-616),Secret Identity,Bad,Green,Blond,Male,,,2012-05-01,2012.0,marvel
18620,Bartholomew Harper (Earth-616),,Bad,,,Male,,1.0,1961-12-01,1961.0,marvel
11075,Horatio Piper (Earth-616),,Neutral,,Bald,Male,,7.0,1984-01-01,1984.0,marvel
5547,Big Mummy (New Earth),Secret Identity,Good,,,Female,,1.0,2011-02-01,2011.0,dc
4376,Fly Lord (New Earth),Secret Identity,Bad,,,Male,,3.0,2009-10-01,2009.0,dc
19899,Talks-To-Spirits (Earth-616),Public Identity,Good,,White,Male,,1.0,1990-04-01,1990.0,marvel
9219,Craig Sinclair (Earth-616),Public Identity,Bad,Brown,Brown,Male,,15.0,1982-11-01,1982.0,marvel
5490,Mitchell Dover (New Earth),Public Identity,Good,,,Male,,2.0,1966-01-01,1966.0,dc
18433,Luther McCoy (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1948-12-01,1948.0,marvel
20917,Rogers (Earth-616),Public Identity,Neutral,,,Male,,1.0,2001-04-01,2001.0,marvel
13443,Firefall (First Line) (Earth-616),,Good,,,Female,,4.0,2000-03-01,2000.0,marvel
14726,Judith Jacobs (Earth-616),Secret Identity,Neutral,,,Female,,3.0,1997-02-01,1997.0,marvel
15983,Boyd Wilson (Earth-616),Secret Identity,Neutral,,Blond,Male,,2.0,1985-12-01,1985.0,marvel
22016,Mary Jo Besselo (Earth-616),No Dual Identity,Good,,,Female,,1.0,,,marvel
5496,Howard Crane (New Earth),Secret Identity,Bad,,Brown,Male,,2.0,1963-05-01,1963.0,dc
12640,Erin Cicero (Earth-616),Secret Identity,Bad,Red,Auburn,Female,,5.0,2009-10-01,2009.0,marvel
8942,Edna Andrews (Earth-616),,Good,Blue,Brown,Female,,17.0,1965-12-01,1965.0,marvel
22859,Josiah's Surrogate Mother (Earth-616),Secret Identity,Good,Brown,Black,Female,,,2003-11-01,2003.0,marvel
20240,Tailspin (Hellbent) (Earth-616),,Bad,,Bald,Male,,1.0,1993-07-01,1993.0,marvel
13099,White Light (Earth-616),,Bad,White,Black,Male,,4.0,1984-12-01,1984.0,marvel
5704,Cinderblock (New Earth),Secret Identity,Bad,Yellow,,Male,,1.0,2009-11-01,2009.0,dc
14684,Namor McKenzie (Heroes Reborn) (Earth-616),Public Identity,Neutral,,Black,Male,,3.0,1996-12-01,1996.0,marvel
4508,Abu-Gita (New Earth),Public Identity,Good,,Black,Female,,3.0,,1999.0,dc
8784,Eitri (Earth-616),Public Identity,Good,Brown,Brown,Male,,19.0,1983-11-01,1983.0,marvel
9141,Emrys Killebrew (Earth-616),Public Identity,Neutral,Blue,Grey,Male,,16.0,1994-08-01,1994.0,marvel
21627,Ursula (Nazi) (Earth-616),Secret Identity,Bad,Blue,Blond,Female,,1.0,2009-06-01,2009.0,marvel
3035,Harold Hadley (New Earth),Secret Identity,Bad,,,Male,,7.0,1987-03-01,1987.0,dc
5451,Cossack (New Earth),Secret Identity,Bad,,Brown,Male,,2.0,1978-01-01,1978.0,dc
5943,Metalhead II (New Earth),Secret Identity,Bad,Brown,Red,Male,,1.0,2000-05-01,2000.0,dc
13905,Panther Lady (Earth-616),Secret Identity,Bad,,Black,Female,,3.0,1953-03-01,1953.0,marvel
12431,Karnak (Heroes Reborn) (Earth-616),,Good,,,Male,,5.0,1997-06-01,1997.0,marvel
12024,Antonio Rojo (Earth-616),,Bad,Brown,Black,Male,,5.0,1964-04-01,1964.0,marvel
1482,Veronica Sinclair (New Earth),Secret Identity,Bad,Green,Red,Female,,17.0,2001-09-01,2001.0,dc
18802,Louis Browning (Earth-616),Secret Identity,Bad,Black,Black,Male,,1.0,1967-04-01,1967.0,marvel
5840,Tornado Ninja (New Earth),Secret Identity,Good,,,Male,,1.0,2006-10-01,2006.0,dc
23177,M'yra (Earth-616),Public Identity,Good,Brown,Bald,Female,,,,,marvel
14938,Tarquin Berdeaux (Earth-616),,Neutral,Green,Brown,Male,,3.0,2004-08-01,2004.0,marvel
13369,Nephri (Earth-616),Secret Identity,Bad,,Black,Female,,4.0,1996-10-01,1996.0,marvel
2377,Henry Hewitt (New Earth),Secret Identity,Bad,Blue,,Male,,10.0,1983-08-01,1983.0,dc
7628,Jack Hammer (Earth-616),Secret Identity,Neutral,Brown,Black,Male,,51.0,1993-08-01,1993.0,marvel
6410,Krakko (New Earth),,Bad,Photocellular,,Male,,1.0,1982-07-01,1982.0,dc
17765,Kamentin (Earth-616),Public Identity,Bad,,Bald,Male,,1.0,1942-09-01,1942.0,marvel
1732,Vera Lynn Black (New Earth),Secret Identity,Good,Blue,Blond,Female,,14.0,2004-08-01,2004.0,dc
13760,Kyle Richmond (Zombie Clone) (Earth-616),Secret Identity,Bad,,,Male,,4.0,2011-05-01,2011.0,marvel
13142,Mark Diering (Earth-616),Secret Identity,Bad,,Brown,Male,,4.0,1987-12-01,1987.0,marvel
8151,Burchell Clemens (Earth-616),Secret Identity,Bad,Brown,Black,Male,,30.0,1985-10-01,1985.0,marvel
19313,Glazier (Earth-616),,Bad,,White,Female,,1.0,1981-08-01,1981.0,marvel
16364,Kevin Leary (Earth-616),Secret Identity,Bad,,Brown,Male,,2.0,1993-05-01,1993.0,marvel
11797,Hector Rendoza (Earth-616),Secret Identity,Good,Blue,Brown,Male,,6.0,2001-05-01,2001.0,marvel
9768,Achelous (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,12.0,2005-06-01,2005.0,marvel
17522,Toro (Atlantean) (Earth-616),Public Identity,Neutral,,Black,Male,,1.0,1940-11-01,1940.0,marvel
23154,Jay Littlebear,,Good,,,Male,,,,,marvel
5542,Armory (New Earth),,Bad,,Blond,Male,,1.0,2011-04-01,2011.0,dc
12733,Eleanor Bennett (Earth-616),No Dual Identity,Good,Blue,Blond,Female,,5.0,2013-01-01,2013.0,marvel
9289,Annabelle Adams (Earth-616),No Dual Identity,Good,Green,Red,Female,,15.0,2012-03-01,2012.0,marvel
2144,Hercules (New Earth),,Neutral,,Black,Male,,11.0,1991-09-01,1991.0,dc
20200,Mara Arliss (Earth-616),No Dual Identity,Good,Blue,Black,Female,,1.0,1993-01-01,1993.0,marvel
15492,Richard Flint (Earth-616),Public Identity,Good,,,Male,,2.0,1964-10-01,1964.0,marvel
9237,Laura Dunham (Earth-616),Public Identity,Good,Blue,Blond,Female,,15.0,1992-06-01,1992.0,marvel
9474,Joseph Stalin (Earth-616),Public Identity,Bad,Brown,Grey,Male,,13.0,1968-02-01,1968.0,marvel
6207,Turbeau (New Earth),Public Identity,Bad,,Blond,Male,,1.0,1991-08-01,1991.0,dc
16858,Virus (Corman) (Earth-616),Secret Identity,Bad,,,Male,,2.0,2002-11-01,2002.0,marvel
5684,Ten of Hearts II (New Earth),,Bad,,Black,Female,,1.0,2010-10-01,2010.0,dc
3362,Bog Venus (New Earth),,Good,,,Female,,6.0,1986-04-01,1986.0,dc
6200,Queen of Hearts I (New Earth),,Bad,,,Female,,1.0,1991-12-01,1991.0,dc
16042,Marcus Coriander (Earth-616),Public Identity,Bad,Blue,Brown,Male,,2.0,1986-03-01,1986.0,marvel
6493,Typhoon (O.G.R.E.) (New Earth),Secret Identity,Bad,,Red,Male,,1.0,1966-04-01,1966.0,dc
7994,Erica Sondheim (Earth-616),Public Identity,Good,Green,Red,Female,,34.0,1979-03-01,1979.0,marvel
16075,Michael Clemson (Earth-616),No Dual Identity,Neutral,,Black,Male,,2.0,1987-01-01,1987.0,marvel
22716,Rok (Earth-616),Public Identity,Good,,,Male,,,1995-05-01,1995.0,marvel
10080,Edward Cobert (Earth-616),Public Identity,Bad,Blue,Bald,Male,,10.0,1983-12-01,1983.0,marvel
3507,Mallow (New Earth),,Bad,,Grey,Male,,5.0,2007-08-01,2007.0,dc
5929,Stormfront (New Earth),,Bad,,,Male,,1.0,2001-12-01,2001.0,dc
22672,Leo (Shadow Consortium) (Earth-616),Secret Identity,Bad,,,Male,,,1994-08-01,1994.0,marvel
189,Jason Blood (New Earth),Public Identity,Good,Blue,Red,Male,,148.0,1972-09-01,1972.0,dc
6747,Bashira (New Earth),,Bad,Brown,Black,Female,,,1991-09-01,1991.0,dc
15372,Signor Korte (Earth-616),Public Identity,Bad,,Black,Male,,2.0,1946-09-01,1946.0,marvel
8255,Fat Cobra (Earth-616),Public Identity,Good,Brown,Black,Male,,28.0,2007-10-01,2007.0,marvel
14874,Petra (Black Widow) (Earth-616),Secret Identity,Bad,,,Female,,3.0,2002-06-01,2002.0,marvel
3543,Takahata (New Earth),Public Identity,Good,Brown,Black,Male,,5.0,2005-09-01,2005.0,dc
19728,Baldric (Earth-616),No Dual Identity,Good,,Black,Male,,1.0,1989-03-01,1989.0,marvel
17968,Mongoose (Nazi) (Earth-616),Secret Identity,Bad,,Grey,Male,,1.0,1943-12-01,1943.0,marvel
6369,Impasse (New Earth),,Good,,,Male,,1.0,1984-07-01,1984.0,dc
5444,Miranda Ralston (New Earth),Secret Identity,Bad,,,Female,,2.0,1981-09-01,1981.0,dc
5071,Canis Major (New Earth),Public Identity,Bad,,,Male,,2.0,2001-08-01,2001.0,dc
2221,Steven Savage (New Earth),Public Identity,Good,Blue,Blond,Male,,11.0,1965-12-01,1965.0,dc
11591,Rooster Cockburn (Earth-616),Secret Identity,Bad,,,Male,,6.0,1989-11-01,1989.0,marvel
6494,Zedabon Zarr (New Earth),Secret Identity,Bad,Black,Red,Male,,1.0,1966-02-01,1966.0,dc
440,Adeline Kane (New Earth),Secret Identity,Neutral,Green,Brown,Female,,68.0,1983-08-01,1983.0,dc
19723,Amber D\u2019Alexis (Earth-616),,Bad,Blue,Black,Female,,1.0,1989-08-01,1989.0,marvel
14883,Supreme Pontiff (Earth-616),Secret Identity,Neutral,,,Male,,3.0,2002-01-01,2002.0,marvel
7161,Veranke (Earth-616),No Dual Identity,Bad,Green,Green,Female,,156.0,2005-01-01,2005.0,marvel
8267,Hippolyta (Earth-616),Secret Identity,Neutral,Blue,Blond,Female,,27.0,1966-04-01,1966.0,marvel
5211,Megafire (New Earth),Secret Identity,Bad,,Blond,Male,,2.0,1994-04-01,1994.0,dc
8653,Demitrius Collins (Earth-616),Public Identity,Good,,Black,Male,,21.0,1998-07-01,1998.0,marvel
4594,Crassus (New Earth),Secret Identity,Neutral,,,Male,,3.0,1994-03-01,1994.0,dc
1263,Lois Lane Robot (New Earth),Public Identity,Neutral,Blue,Black,Female,,20.0,2010-08-01,2010.0,dc
2417,Deathstorm (New Earth),Public Identity,Bad,,,Male,,9.0,2010-11-01,2010.0,dc
6734,PDQ (New Earth),Secret Identity,Bad,,,Male,,,1993-12-01,1993.0,dc
8027,Drew Daniels (Earth-616),Secret Identity,Good,Blue,Red,Male,,33.0,1976-12-01,1976.0,marvel
20235,Skulveig (Earth-616),Public Identity,Bad,,Bald,Male,,1.0,1993-08-01,1993.0,marvel
20431,Milyann tec Hilyiani (Earth-616),Public Identity,Good,White,,Male,,1.0,1995-10-01,1995.0,marvel
7205,Paladin (Earth-616),Secret Identity,Neutral,Brown,Brown,Male,,134.0,1978-01-01,1978.0,marvel
8421,Nicholas Fury (LMD) (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,24.0,1977-04-01,1977.0,marvel
13945,Bull (Criminal) (Earth-616),,Bad,Brown,Brown,Male,,3.0,1964-11-01,1964.0,marvel
15874,Gamesman (Earth-616),Secret Identity,Bad,,,Male,,2.0,1980-03-01,1980.0,marvel
366,Drury Walker (New Earth),Secret Identity,Bad,Red,Brown,Male,,82.0,1951-02-01,1951.0,dc
22345,Polaris (X-Sentinel) (Earth-616),,Bad,,,,,,1976-08-01,1976.0,marvel
976,Cassius Payne (New Earth),Secret Identity,Bad,,,Male,,28.0,1994-05-01,1994.0,dc
18469,Brain Monster (Earth-616),Public Identity,Bad,,,,,1.0,1949-01-01,1949.0,marvel
8608,Shou-Lao (Earth-616),,Neutral,Red,No,Male,,21.0,1974-07-01,1974.0,marvel
16784,Rapunzel (Earth-616),Secret Identity,Good,Brown,Red,Female,,2.0,2000-05-01,2000.0,marvel
1174,Saul Erdel (New Earth),Public Identity,Good,,White,Male,,23.0,1955-11-01,1955.0,dc
4552,Paula Holt (New Earth),Public Identity,Good,Brown,Brown,Female,,3.0,1997-06-01,1997.0,dc
14099,George Teekle (Earth-616),No Dual Identity,Neutral,,,Male,,3.0,1975-03-01,1975.0,marvel
816,General Immortus (New Earth),Secret Identity,Bad,Blue,,Male,,35.0,1963-06-01,1963.0,dc
4068,Joshua Wayne (New Earth),,Good,,Brown,Male,,4.0,1995-12-01,1995.0,dc
2080,David Sargent (New Earth),Secret Identity,Good,Blue,Blond,Male,,11.0,2007-04-01,2007.0,dc
18278,Ivan the Sculptor (Earth-616),Secret Identity,Bad,,Brown,Male,,1.0,1946-02-01,1946.0,marvel
6561,Baroness Blitzkrieg (New Earth),,Bad,,,Female,,,2007-03-01,2007.0,dc
3334,Silver Shield (New Earth),Secret Identity,Neutral,,,Male,,6.0,1989-11-01,1989.0,dc
1519,Hyperion (New Earth),Public Identity,Neutral,,,Male,,17.0,1981-09-01,1981.0,dc
6917,Charles Xavier (Earth-616),Public Identity,Good,Blue,Bald,Male,,1233.0,1963-09-01,1963.0,marvel
1836,Alysha Grant (New Earth),Public Identity,Good,Blue,Blond,Female,,13.0,2009-06-01,2009.0,dc
331,Eobard Thawne (New Earth),Secret Identity,Bad,Blue,Strawberry,Male,,89.0,1963-09-01,1963.0,dc
4368,Salt of the Earth (New Earth),Secret Identity,Good,,Brown,Male,,3.0,2010-12-01,2010.0,dc
471,Mister Mxyzptlk (New Earth),Secret Identity,Neutral,Black,White,Male,,64.0,1987-11-01,1987.0,dc
7706,Stephanie Hunter (Earth-616),Public Identity,Good,Black,Black,Female,,46.0,1980-11-01,1980.0,marvel
10713,Aaron Cashin (Earth-616),Secret Identity,Bad,,Brown,Male,,8.0,1992-06-01,1992.0,marvel
13622,Jack Starsmore (Earth-616),Secret Identity,Neutral,,Black,Male,,4.0,2006-04-01,2006.0,marvel
2728,Thrust (New Earth),,Neutral,Pink,Blond,Male,,8.0,,1992.0,dc
17969,Monster of Negley Hall (Earth-616),Secret Identity,Bad,,Blond,Male,,1.0,1943-02-01,1943.0,marvel
7320,Delroy Garrett Jr. (Earth-616),Secret Identity,Good,Brown,Black,Male,,98.0,1998-09-01,1998.0,marvel
171,Lead (New Earth),Secret Identity,Good,Photocellular,,Male,,161.0,1962-04-01,1962.0,dc
7420,Silvio Manfredi (Earth-616),Public Identity,Bad,Blue,Silver,Male,,73.0,1969-06-01,1969.0,marvel
5909,Putty (New Earth),Secret Identity,Bad,,,Male,,1.0,2002-01-01,2002.0,dc
5177,Warhammer (New Earth),Secret Identity,Good,Blue,Blond,Male,,2.0,1996-10-01,1996.0,dc
13997,Voltorg (Earth-616),,Bad,,,,,3.0,1968-02-01,1968.0,marvel
9026,Christopher Seyfert (Earth-616),Public Identity,Good,Blue,Blond,Male,,17.0,2003-06-01,2003.0,marvel
7546,Thomas Shepherd (Earth-616),Secret Identity,Good,Green,White,Male,,59.0,2006-03-01,2006.0,marvel
1053,Sam Simeon (New Earth),Secret Identity,Good,Hazel,Black,Male,,26.0,1968-09-01,1968.0,dc
8377,Black Fox (Thief) (Earth-616),Secret Identity,Bad,Brown,White,Male,,25.0,1984-08-01,1984.0,marvel
16993,Doug and Jerry (Earth-616),Secret Identity,Neutral,,Black,Male,,2.0,2006-02-01,2006.0,marvel
22820,P'krrd (Earth-616),Public Identity,Good,White,,Male,,,2000-07-01,2000.0,marvel
14396,Lemuel McPhee (Earth-616),Public Identity,Good,Brown,Bald,Male,,3.0,1989-06-01,1989.0,marvel
13523,Dean Boswell (Earth-616),Secret Identity,Good,,No,Male,,4.0,2003-02-01,2003.0,marvel
19177,Ishanta (Earth-616),Public Identity,Good,,Bald,Male,,1.0,1978-03-01,1978.0,marvel
18973,Piskas (Earth-616),Public Identity,Neutral,,No,Male,,1.0,1973-02-01,1973.0,marvel
10492,Dirk Anger (Earth-616),No Dual Identity,Neutral,Blue,Brown,Male,,9.0,2006-03-01,2006.0,marvel
14894,Homer Tully (Earth-616),Secret Identity,Good,,Black,Male,,3.0,2003-01-01,2003.0,marvel
5393,Kwo Varrikk (New Earth),Public Identity,Good,,,Male,,2.0,1984-06-01,1984.0,dc
8078,Brent Jackson (Earth-616),Public Identity,Bad,Blue,Blond,Male,,32.0,2001-06-01,2001.0,marvel
11665,Yeti (Weapon P.R.I.M.E.) (Earth-616),Secret Identity,Neutral,,Bald,Male,,6.0,1992-06-01,1992.0,marvel
14137,Hugh Dare (Earth-616),Secret Identity,Good,,,Male,,3.0,1976-07-01,1976.0,marvel
21169,Grigory Grigorievich Rasputin (Earth-616),Secret Identity,Neutral,,Black,Male,,1.0,2005-11-01,2005.0,marvel
14691,Victor Ludwig (Earth-616),Secret Identity,Bad,Red,Blond,Male,,3.0,1996-11-01,1996.0,marvel
13347,Sickle (Avatars) (Earth-616),Secret Identity,Bad,,Bald,Male,,4.0,1995-01-01,1995.0,marvel
2461,Celia Kazantkakis (New Earth),Secret Identity,Bad,,Grey,Female,,9.0,2002-12-01,2002.0,dc
20922,Tar-Vash (Earth-616),,Bad,,,Male,,1.0,2001-10-01,2001.0,marvel
10233,Recording Observation Bot (Earth-616),Public Identity,Good,,,Agender,,10.0,2013-03-01,2013.0,marvel
2063,Delores Winters (New Earth),Secret Identity,Bad,,Brown,Female,,12.0,1940-01-01,1940.0,dc
12909,Tryx (Earth-616),No Dual Identity,Good,,Brown,Male,,4.0,1973-12-01,1973.0,marvel
9415,Ellie Phimister (Earth-616),Secret Identity,Neutral,Black,Black,Female,,14.0,2001-08-01,2001.0,marvel
16430,Benedict Kine (Earth-616),,Bad,,Grey,Male,,2.0,1994-10-01,1994.0,marvel
23044,Da'o Coy Manh (Earth-616),Public Identity,Bad,Black,Black,Female,,,2012-06-01,2012.0,marvel
11358,Pat Murphy (Earth-616),Secret Identity,Good,,,Male,,6.0,1941-11-01,1941.0,marvel
1024,Tiny (New Earth),Public Identity,Good,,,Male,,27.0,1967-10-01,1967.0,dc
17680,Bull in the China Shop (Earth-616),Secret Identity,Bad,,,,,1.0,1942-06-01,1942.0,marvel
1843,Alkyone (New Earth),Public Identity,Bad,Green,,Female,,13.0,2008-01-01,2008.0,dc
6346,Bogosar (New Earth),,Good,,,Male,,1.0,1986-01-01,1986.0,dc
4931,Samuel Aerons (New Earth),Public Identity,Good,,,Male,,2.0,2009-10-01,2009.0,dc
9794,Codename: Bravo (Richard) (Earth-616),Secret Identity,Bad,Blue,White,Male,,12.0,2011-09-01,2011.0,marvel
9868,Jasmine (Earth-616),Public Identity,Good,Yellow,Green,Female,,11.0,1980-01-01,1980.0,marvel
21290,Krosakis (Earth-616),Public Identity,Bad,Red,No,Male,,1.0,2006-01-01,2006.0,marvel
7524,Modred (Earth-616),Secret Identity,Neutral,Blue,Silver,Male,,61.0,1975-10-01,1975.0,marvel
3772,Malagigi (New Earth),Public Identity,Good,Blue,White,Male,,5.0,1981-10-01,1981.0,dc
14113,Maria Russoff (Earth-616),No Dual Identity,Neutral,Blue,Red,Female,,3.0,1975-01-01,1975.0,marvel
17291,Lilith Moll (Earth-616),Public Identity,Bad,,Auburn,Female,,2.0,,,marvel
15021,Joe (National Force) (Earth-616),Secret Identity,Bad,Blue,Blond,Male,,3.0,2007-07-01,2007.0,marvel
4503,Isabella Feretti (New Earth),Public Identity,Bad,,Black,Female,,3.0,2000-03-01,2000.0,dc
5988,Bookworm III (New Earth),Secret Identity,Bad,,Brown,Female,,1.0,1998-05-01,1998.0,dc
6129,Quake (New Earth),Secret Identity,Bad,,,Male,,1.0,1994-09-01,1994.0,dc
12348,Mondo Pain (Earth-616),,Bad,,Black,Male,,5.0,1993-12-01,1993.0,marvel
3065,Charqwep (New Earth),,Good,,,Male,,7.0,1982-03-01,1982.0,dc
20474,Choam (Earth-616),Secret Identity,Bad,,Blond,Male,,1.0,1996-01-01,1996.0,marvel
22358,Juden Bardham (Earth-616),Public Identity,Bad,,No,Male,,,1977-08-01,1977.0,marvel
8920,Demetrius Lazer (Earth-616),Public Identity,Bad,Grey,Black,Male,,18.0,2006-01-01,2006.0,marvel
8369,Elysius (Earth-616),Secret Identity,Good,Blue,Black,Female,,25.0,1978-11-01,1978.0,marvel
7929,Tryco Slatterus (Earth-616),Secret Identity,Bad,Silver,Red,Male,,36.0,1982-10-01,1982.0,marvel
22674,Malkin Grey (Earth-616),Public Identity,Bad,Brown,Brown,Male,,,1994-01-01,1994.0,marvel
12475,Intelligentsia (Earth-616),Secret Identity,Bad,,No,Female,,5.0,2000-08-01,2000.0,marvel
8954,Lemuel Dorcas (Earth-616),No Dual Identity,Bad,Blue,Brown,Male,,17.0,1968-09-01,1968.0,marvel
3067,Dalor (New Earth),,Good,Yellow,Red,Male,,7.0,1982-07-01,1982.0,dc
8030,Jackson Arvad (Earth-616),Public Identity,Neutral,White,Blond,Male,,33.0,1977-04-01,1977.0,marvel
17833,Senior Revuelta (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1942-03-01,1942.0,marvel
15465,Paul Marshall (Earth-616),Secret Identity,Bad,,,Male,,2.0,1962-08-01,1962.0,marvel
15712,Zofia Dracula (Earth-616),Public Identity,Good,,Black,Female,,2.0,1974-06-01,1974.0,marvel
11342,Thunder (Two-Gun Kid) (Earth-616),,Good,,,,,7.0,,,marvel
356,Thomas Bronson (New Earth),Secret Identity,Good,Blue,Black,Male,,83.0,2007-02-01,2007.0,dc
21430,Scarlet Spider (Criminal) (Earth-616),Secret Identity,Bad,,,Male,,1.0,2007-05-01,2007.0,marvel
19774,Panther (Earth-616),Secret Identity,Good,,Black,Male,,1.0,1989-08-01,1989.0,marvel
14624,Trenton Sanders (Earth-616),Public Identity,Bad,,Black,Male,,3.0,1994-01-01,1994.0,marvel
6382,Decibel (New Earth),,Bad,,,Male,,1.0,1983-10-01,1983.0,dc
1792,George H. W. Bush (New Earth),Public Identity,Good,,Brown,Male,,14.0,1986-09-01,1986.0,dc
14090,Yvette Steckley (Earth-616),Public Identity,Neutral,,Blond,Female,,3.0,1974-05-01,1974.0,marvel
3168,Dawur (New Earth),Secret Identity,Bad,,,Male,,6.0,2007-05-01,2007.0,dc
17404,Trigger Bolo (Earth-616),No Dual Identity,Bad,,,Male,,1.0,1939-10-01,1939.0,marvel
6848,Gargon (New Earth),,Bad,,,Male,,,1977-08-01,1977.0,dc
16687,Stem (Earth-616),Secret Identity,Bad,Green,No,Male,,2.0,1998-01-01,1998.0,marvel
7022,Daniel Ketch (Earth-616),Secret Identity,Neutral,Green,Brown,Male,,311.0,1990-05-01,1990.0,marvel
13039,Solace (Earth-616),,Neutral,,,Male,,4.0,1980-08-01,1980.0,marvel
6266,Iota (New Earth),Public Identity,Bad,,Black,,,1.0,1989-04-01,1989.0,dc
9540,Gayle Rogers (Earth-616),Public Identity,Good,Blue,Blond,Female,,13.0,1988-08-01,1988.0,marvel
22166,Tori Raven (Earth-616),No Dual Identity,Neutral,,,Female,,1.0,,,marvel
255,Jason Woodrue (New Earth),Public Identity,Bad,Red,Green,Male,,113.0,1962-07-01,1962.0,dc
2310,Joshua Terrill (New Earth),Public Identity,Good,,Brown,Male,,10.0,1995-10-01,1995.0,dc
18162,Bloody Baron (Japanese) (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1945-06-01,1945.0,marvel
19700,Taste (Earth-616),Secret Identity,Bad,,,Male,,1.0,1988-10-01,1988.0,marvel
4355,Dust Devil (New Earth),Secret Identity,Bad,,Black,Female,,3.0,2010-04-01,2010.0,dc
3751,Whiteout (New Earth),Secret Identity,Bad,White,White,Male,,5.0,1986-06-01,1986.0,dc
6458,Lewis Farnham (New Earth),,Bad,,Black,Male,,1.0,1978-09-01,1978.0,dc
20161,Garrg (Earth-616),Public Identity,Bad,Grey,Brown,Male,,1.0,1993-09-01,1993.0,marvel
4890,Sebastian Rothschild (New Earth),Public Identity,Bad,Black,Black,Male,,2.0,2010-04-01,2010.0,dc
16083,Annie Deitz (Earth-616),No Dual Identity,Good,,Blond,Female,,2.0,1988-04-01,1988.0,marvel
2418,Gorius Karkum (New Earth),Public Identity,Good,Red,,Female,,9.0,2010-07-01,2010.0,dc
8971,Tode (Earth-616),No Dual Identity,Bad,,No,Male,,17.0,1976-07-01,1976.0,marvel
17408,1X (Earth-616),Public Identity,Good,,Blond,Male,,1.0,1940-03-01,1940.0,marvel
7557,Jackson Brice (Earth-616),Public Identity,Bad,Brown,Brown,Male,,57.0,1964-03-01,1964.0,marvel
9828,Mogul of the Mystic Mountain (Earth-616),,Bad,Hazel,Black,Male,,11.0,1967-02-01,1967.0,marvel
11241,Christian Frost (Earth-616),Secret Identity,Neutral,Blue,Blond,Male,Homosexual,7.0,2003-06-01,2003.0,marvel
9891,F.R. Crozier (Earth-616),Public Identity,Bad,Blue,White,Male,,11.0,1986-07-01,1986.0,marvel
7730,Maki Matsumoto (Earth-616),Secret Identity,Bad,Brown,Black,Female,,45.0,2008-11-01,2008.0,marvel
3044,Lurlan Dupo (New Earth),Public Identity,Bad,Black,,Male,,7.0,1986-02-01,1986.0,dc
15923,Ashake (Mero\u00eb) (Earth-616),No Dual Identity,Good,Blue,,Female,,2.0,1982-06-01,1982.0,marvel
9856,Selma Blotte (Earth-616),Secret Identity,Bad,Blue,Grey,Female,,11.0,1976-03-01,1976.0,marvel
12081,Nephrus (Earth-616),No Dual Identity,Bad,,,Male,,5.0,1973-08-01,1973.0,marvel
6516,Clyde Mardon (New Earth),Public Identity,Good,,Brown,Male,,1.0,1960-01-01,1960.0,dc
3903,Gizmo II (New Earth),,Bad,,,Male,,4.0,2008-11-01,2008.0,dc
2275,Robert Garibaldi (New Earth),Public Identity,Good,,Blond,Male,,10.0,2003-10-01,2003.0,dc
8140,Saint (Earth-616),Public Identity,Good,Blue,Brown,Male,,30.0,1973-03-01,1973.0,marvel
17606,Mister Falton (Earth-616),Secret Identity,Bad,,White,Male,,1.0,1941-12-01,1941.0,marvel
16525,Jung Sakamura (Earth-616),Public Identity,Good,,Black,Male,,2.0,1995-01-01,1995.0,marvel
326,William Storm (New Earth),Public Identity,Good,Brown,Brown,Male,,90.0,1964-06-01,1964.0,dc
8839,Fenris Wolf (Earth-616),Public Identity,Bad,Red,Black,Male,,18.0,1965-03-01,1965.0,marvel
13098,Smythe (Contraxia) (Earth-616),Secret Identity,Bad,,Black,Male,,4.0,1984-01-01,1984.0,marvel
