,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
10032,Borna (Earth-616),Public Identity,,,Red,Male,,10.0,1971-03-01,1971.0,marvel
10033,Fafnir Hellhand (Earth-616),Public Identity,,Blue,Red,Male,,10.0,1971-06-01,1971.0,marvel
10034,Bart Slade (Earth-616),,,,Black,Male,,10.0,1972-12-01,1972.0,marvel
10039,Roland Hamilton (Earth-616),Public Identity,,Brown,Brown,Male,,10.0,1972-05-01,1972.0,marvel
10043,Hecate (Horse) (Earth-616),,,,,,,10.0,1973-10-01,1973.0,marvel
10047,Set (Horse) (Earth-616),,,,,,,10.0,1973-10-01,1973.0,marvel
10049,Melinda Morrison (Earth-616),,,,,Female,,10.0,1974-05-01,1974.0,marvel
10053,Zenobia (Earth-616),No Dual Identity,,,Brown,Female,,10.0,1974-12-01,1974.0,marvel
10071,Charles Snow (Earth-616),Public Identity,,,,Male,,10.0,1979-03-01,1979.0,marvel
10073,Maggie Jones (Earth-616),,,,,Female,,10.0,1979-10-01,1979.0,marvel
10074,Phillip Barnett (Earth-616),Public Identity,,,Red,Male,,10.0,1979-03-01,1979.0,marvel
10076,Ralph Hutchins (Earth-616),Secret Identity,,,Brown,Male,,10.0,1980-07-01,1980.0,marvel
10090,Chief Examiner (Earth-616),Secret Identity,,,,Male,,10.0,1984-08-01,1984.0,marvel
10098,Annalee (Earth-616),No Dual Identity,,,Brown,Female,,10.0,1985-07-01,1985.0,marvel
10102,Norman Webster (Earth-616),,,,Blond,Male,,10.0,1985-10-01,1985.0,marvel
10104,Somon (Earth-616),Public Identity,,,,,,10.0,1985-07-01,1985.0,marvel
10107,Kaleb (Earth-616),Public Identity,,,Blond,Male,,10.0,1986-10-01,1986.0,marvel
10109,Melanie Killgrave (Earth-616),,,,,Female,,10.0,1986-12-01,1986.0,marvel
10111,Benjamin Beckley (Earth-616),,,Blue,Black,Male,,10.0,1987-02-01,1987.0,marvel
10124,Jacob Reisz (Earth-616),,,,,Male,,10.0,1989-11-01,1989.0,marvel
10137,Harry Lennox (Earth-616),Public Identity,,,,Male,,10.0,1991-06-01,1991.0,marvel
10143,Galen-Kor (Earth-616),Secret Identity,,Blue,Brown,Male,,10.0,1992-08-01,1992.0,marvel
10151,Jacques Girard (Earth-616),Public Identity,,Brown,Black,Male,,10.0,1993-01-01,1993.0,marvel
10152,Josef Huber (Earth-616),Secret Identity,,Brown,Bald,Male,,10.0,1993-04-01,1993.0,marvel
10153,Maya Teraxtola (Earth-616),,,,Blond,Female,,10.0,1993-03-01,1993.0,marvel
10163,Tanya Trask (Earth-616),Public Identity,,Blue,Grey,Female,,10.0,1996-01-01,1996.0,marvel
10166,Francisco Fuentes (Earth-616),Secret Identity,,,,Male,,10.0,1997-10-01,1997.0,marvel
10171,Megan McLaren (Earth-616),Public Identity,,,Blond,Female,,10.0,1997-04-01,1997.0,marvel
10172,Overboss Dixon (Earth-616),,,,,Male,,10.0,1997-07-01,1997.0,marvel
10178,Donna Bliss (Earth-616),Secret Identity,,Blue,Blond,Female,,10.0,1999-09-01,1999.0,marvel
10184,Paul Hark (Earth-616),Secret Identity,,Brown,Black,Male,,10.0,2001-11-01,2001.0,marvel
10194,Host (Pathogen) (Earth-616),,,Blue,Black,Female,,10.0,2003-12-01,2003.0,marvel
10210,Mulholland Black (Earth-616),Public Identity,,Brown,Black,Female,Homosexual,10.0,2007-09-01,2007.0,marvel
10235,Kevin Trublood (Earth-616),Public Identity,,,,Male,,10.0,,,marvel
10240,William Carmody (Earth-616),Secret Identity,,Blue,Black,Male,,9.0,1940-08-01,1940.0,marvel
10246,David Laramee (Earth-616),Public Identity,,,Blond,Male,,9.0,1951-03-01,1951.0,marvel
10259,Slade (Earth-616),,,,Blond,Male,,9.0,1964-04-01,1964.0,marvel
10277,Golem (Statue) (Earth-616),,,,No,Male,,9.0,1970-12-01,1970.0,marvel
10285,Linda Donaldson (Earth-616),,,,,Female,,9.0,1972-03-01,1972.0,marvel
10287,Rex Carpenter (Earth-616),No Dual Identity,,,Black,Male,,9.0,1972-12-01,1972.0,marvel
10288,Alexi Skarab (Earth-616),No Dual Identity,,Brown,Brown,Male,,9.0,1973-08-01,1973.0,marvel
10291,Hathor-Sekhmet (Earth-616),Secret Identity,,White,Orange,Female,,9.0,1973-06-01,1973.0,marvel
10295,Daemond (Earth-616),,,,,Male,,9.0,1974-02-01,1974.0,marvel
10297,Grigar (Earth-616),,,,Brown,Male,,9.0,1974-04-01,1974.0,marvel
10298,Richard Harper (Earth-616),,,,,Male,,9.0,1974-10-01,1974.0,marvel
10301,Gerald Ford (Earth-616),Public Identity,,,,Male,,9.0,1975-03-01,1975.0,marvel
10302,Iridia (Earth-616),Public Identity,,,Blond,Female,,9.0,1975-10-01,1975.0,marvel
10311,Esteban Carracus (Earth-616),Public Identity,,Brown,Black,Male,,9.0,1977-01-01,1977.0,marvel
10315,Belathauzer (Earth-616),Secret Identity,,Red,No,Male,,9.0,1978-05-01,1978.0,marvel
10316,Priscilla Dolly (Earth-616),,,,,Female,,9.0,1978-06-01,1978.0,marvel
10319,Thoran Rul (Earth-616),Public Identity,,Grey,Black,Male,,9.0,1979-04-01,1979.0,marvel
10324,Lou Monkton (Earth-616),,,,Black,Male,,9.0,1980-03-01,1980.0,marvel
10330,Nanna (Asgardian) (Earth-616),Secret Identity,,Blue,Blond,Female,,9.0,1981-03-01,1981.0,marvel
10331,Nell Jones (Earth-616),,,,,Female,,9.0,1981-08-01,1981.0,marvel
10341,Friedrich von Roehm (Earth-616),Secret Identity,,,Brown,Male,,9.0,1984-12-01,1984.0,marvel
10344,Philip Watson (Earth-616),,,,,Male,,9.0,1984-12-01,1984.0,marvel
10359,Simeon (Earth-616),Public Identity,,,Grey,Male,,9.0,1986-10-01,1986.0,marvel
10375,Lloyd Zahner (Earth-616),,,,Blond,Male,,9.0,1988-09-01,1988.0,marvel
10380,Gina Dyson (Earth-616),Public Identity,,,Brown,Female,,9.0,1989-09-01,1989.0,marvel
10381,Lian Shen (Earth-616),,,Black,Black,Female,,9.0,1989-11-01,1989.0,marvel
10384,Beatta Dubiel (Earth-616),Secret Identity,,Red,White,Female,,9.0,1990-05-01,1990.0,marvel
10391,Aya Komatsu (Earth-616),,,Black,Black,Female,,9.0,1991-05-01,1991.0,marvel
10392,Broderick Bazin (Earth-616),,,,,,,9.0,1991-08-01,1991.0,marvel
10394,Guy Cross-Wallace (Earth-616),Public Identity,,Brown,Black,Male,,9.0,1991-01-01,1991.0,marvel
10395,Impala (Earth-616),Secret Identity,,Brown,Bald,Female,,9.0,1991-07-01,1991.0,marvel
10401,Steve Rubino (Earth-616),,,,,Male,,9.0,1991-05-01,1991.0,marvel
10409,Black Axe (Earth-616),Secret Identity,,Brown,Brown,Male,,9.0,1993-04-01,1993.0,marvel
10412,Edward Passim (Earth-616),,,,White,Male,,9.0,1993-08-01,1993.0,marvel
10433,William Destine (Earth-616),Secret Identity,,Brown,Brown,Male,,9.0,1995-02-01,1995.0,marvel
10436,Daria (Earth-616),,,Brown,Bald,Female,,9.0,1996-10-01,1996.0,marvel
10439,Sledge (Earth-616),Secret Identity,,,,Male,,9.0,1996-11-01,1996.0,marvel
10443,Lian Goh (Earth-616),Secret Identity,,White,Blond,Female,,9.0,1997-09-01,1997.0,marvel
10445,Mark Howard (Earth-616),Public Identity,,,,Male,,9.0,1997-03-01,1997.0,marvel
10446,Cerebro (Founder) (Earth-616),,,Red,,,,9.0,1998-10-01,1998.0,marvel
10447,Ilaney Brukner (Earth-616),,,Blue,Blond,Female,,9.0,1998-07-01,1998.0,marvel
10452,Mercedes Wilson (Earth-616),Secret Identity,,Amber,Red,Female,,9.0,1999-03-01,1999.0,marvel
10454,Ranger (Terrorist) (Earth-616),,,,Brown,Male,,9.0,1999-01-01,1999.0,marvel
10456,Yoshiro Hachiman (Earth-616),,,,,Male,,9.0,1999-11-01,1999.0,marvel
10459,Ashley Martin (Earth-616),No Dual Identity,,,Blond,Female,,9.0,2000-08-01,2000.0,marvel
10466,Andrea Margulies (Earth-616),Secret Identity,,Blue,Blond,Female,,9.0,2003-03-01,2003.0,marvel
10468,Cameron Palmer (Earth-616),Public Identity,,Blue,Brown,Female,,9.0,2003-11-01,2003.0,marvel
10473,Ian Kendall (Earth-616),Public Identity,,,Brown,Male,,9.0,2003-08-01,2003.0,marvel
10474,Jeffrey Garrett (Earth-616),Secret Identity,,Blue,Blond,Male,,9.0,2003-03-01,2003.0,marvel
10476,Callie Betto (Earth-616),Secret Identity,,Green,Brown,Female,,9.0,2004-07-01,2004.0,marvel
10480,Mar (Earth-616),Secret Identity,,White,Green,Female,,9.0,2004-08-01,2004.0,marvel
10496,Dennis Murray (Earth-616),Public Identity,,Brown,Brown,Male,,9.0,2007-09-01,2007.0,marvel
10554,Donna Garth (Earth-616),Public Identity,,,,Female,,8.0,1953-07-01,1953.0,marvel
10555,Man-oo (Earth-616),,,Brown,Brown,,,8.0,1954-10-01,1954.0,marvel
10564,Margus (Earth-616),,,,,,,8.0,1962-08-01,1962.0,marvel
10567,Molto (Earth-616),Secret Identity,,Red,Pink,Male,,8.0,1963-10-01,1963.0,marvel
10572,Rabble Rouser (Weinberg) (Earth-616),Secret Identity,,Blue,Brown,Male,,8.0,1964-04-01,1964.0,marvel
10573,Wilson Allan (Earth-616),No Dual Identity,,,Brown,Male,,8.0,1964-10-01,1964.0,marvel
10580,Tiboro (Earth-616),No Dual Identity,,Green,,Male,,8.0,1965-02-01,1965.0,marvel
10583,Juan Meroz (Earth-616),,,Brown,Black,Male,,8.0,1966-10-01,1966.0,marvel
10585,Brona (Earth-616),Secret Identity,,,,Male,,8.0,1967-08-01,1967.0,marvel
10588,Gerhard Winkler (Earth-616),,,,,Male,,8.0,1968-04-01,1968.0,marvel
10589,Jeremy Logan (Earth-616),,,,,Male,,8.0,1968-03-01,1968.0,marvel
10596,Rafe Michel (Earth-616),,,,,Male,,8.0,1971-11-01,1971.0,marvel
10599,Tagak (Earth-616),,,Green,,Male,,8.0,1971-01-01,1971.0,marvel
10600,Astrella Carpenter (Earth-616),,,,Blond,Female,,8.0,1972-08-01,1972.0,marvel
10607,Lucy Westenra (Earth-616),Secret Identity,,Green,Brown,Female,,8.0,1973-03-01,1973.0,marvel
10610,Ronald McAllister (Earth-616),,,,,Male,,8.0,1973-08-01,1973.0,marvel
10614,Annie Christopher (Earth-616),,,,,Female,,8.0,1974-07-01,1974.0,marvel
10617,Joseph Jennings (Earth-616),,,,Brown,Male,,8.0,1974-01-01,1974.0,marvel
10621,Carson Collier Senior (Earth-616),Public Identity,,,Grey,Male,,8.0,1975-08-01,1975.0,marvel
10622,Heater Delight (Earth-616),Secret Identity,,,Blond,Female,,8.0,1976-04-01,1976.0,marvel
10626,Angus MacWhirter (Earth-616),,,,,Male,,8.0,1977-04-01,1977.0,marvel
10629,James Callaghan (Earth-616),,,,,Male,,8.0,1977-02-01,1977.0,marvel
10637,Victor von Doom (Clone) (Earth-616),,,,,Male,,8.0,1978-04-01,1978.0,marvel
10638,Combatra (Earth-616),,,,,,,8.0,1979-02-01,1979.0,marvel
10639,Dangard Ace (Earth-616),,,,,,,8.0,1979-02-01,1979.0,marvel
10643,Raydeen (Earth-616),,,,,,,8.0,1979-02-01,1979.0,marvel
10645,Tanak Valt (Earth-616),Public Identity,,Blue,Black,Male,,8.0,1979-03-01,1979.0,marvel
10650,Lou Snider (Earth-616),Public Identity,,,Black,Male,,8.0,1980-10-01,1980.0,marvel
10652,Vishnu (Hindu Deity) (Earth-616),,,,Black,Male,,8.0,1980-10-01,1980.0,marvel
10658,Charon (Olympian) (Earth-616),,,,,Male,,8.0,1982-01-01,1982.0,marvel
10670,Madeline Watson (Earth-616),,,,Blond,Female,,8.0,1984-12-01,1984.0,marvel
10672,Max Rocker (Earth-616),Public Identity,,,Brown,Male,,8.0,1984-12-01,1984.0,marvel
10674,Chiantang (Earth-616),Secret Identity,,Yellow,No,Male,,8.0,1985-07-01,1985.0,marvel
10680,Solaise (Earth-616),Public Identity,,Blue,Blond,Female,,8.0,1986-10-01,1986.0,marvel
10684,Maht Pacle (Earth-616),Secret Identity,,White,Black,Male,,8.0,1987-10-01,1987.0,marvel
10690,Jason McCall (Earth-616),Secret Identity,,,Bald,Male,,8.0,1988-07-01,1988.0,marvel
10696,Uroc (Earth-616),Secret Identity,,White,No,Male,,8.0,1989-10-01,1989.0,marvel
10697,Haruo Tsuburaya (Earth-616),Secret Identity,,,Black,Male,,8.0,1990-09-01,1990.0,marvel
10730,Kistur (Earth-616),,,,,Male,,8.0,1993-03-01,1993.0,marvel
10738,Cole Cooper (Earth-616),Public Identity,,Blue,Strawberry,Male,,8.0,1994-06-01,1994.0,marvel
10743,Ian Langstrom (Earth-616),,,,,Male,,8.0,1994-01-01,1994.0,marvel
10752,Glaboo (Earth-616),Public Identity,,,No,Male,,8.0,1995-03-01,1995.0,marvel
10758,Pulssus (Earth-616),Public Identity,,,No,Male,,8.0,1995-03-01,1995.0,marvel
10763,Dorma (Heroes Reborn) (Earth-616),,,Blue,Auburn,Female,,8.0,1996-12-01,1996.0,marvel
10764,Garon Lewis (Earth-616),Public Identity,,Brown,Black,Male,,8.0,1996-06-01,1996.0,marvel
10771,Whistle Pig (Earth-616),Public Identity,,Black,Black,Male,,8.0,1996-01-01,1996.0,marvel
10775,Marina Caches (Earth-616),Public Identity,,Black,Black,Female,,8.0,1997-10-01,1997.0,marvel
10782,Sorrentino (Earth-616),Public Identity,,White,Black,Female,,8.0,1997-04-01,1997.0,marvel
10784,Jason Rivera (Earth-616),Public Identity,,Black,Black,Male,,8.0,1998-07-01,1998.0,marvel
10787,Gray Dolman (Earth-616),,,Brown,Black,Male,,8.0,1999-02-01,1999.0,marvel
10794,Elric Freedom (Heroes Reborn) (Earth-616),Secret Identity,,Blue,Black,Male,,8.0,2000-01-01,2000.0,marvel
10808,Roger Harrington (Earth-616),,,,,Male,,8.0,2001-08-01,2001.0,marvel
10811,Khan (Alien) (Earth-616),Secret Identity,,,White,Male,,8.0,2002-04-01,2002.0,marvel
10828,Rozalyn Backus (Earth-616),,,Brown,Black,Female,,8.0,2005-06-01,2005.0,marvel
10841,Grace (Earth-616),Secret Identity,,Brown,Blond,Female,,8.0,2007-10-01,2007.0,marvel
10842,Kaz (Earth-616),Secret Identity,,,Black,Male,,8.0,2007-10-01,2007.0,marvel
10846,Director Gruenwald (Earth-616),,,,Brown,Male,,8.0,2008-11-01,2008.0,marvel
10880,Kell (Earth-616),Public Identity,,,Blond,Female,,8.0,2012-03-01,2012.0,marvel
10920,Andrew Thatcher (Earth-616),Public Identity,,Brown,Black,Male,,7.0,1963-02-01,1963.0,marvel
10922,Living Eraser (Dimension Z) (Earth-616),Secret Identity,,,,Male,,7.0,1963-11-01,1963.0,marvel
10927,Knorda (Earth-616),,,,Blond,Female,,7.0,1964-10-01,1964.0,marvel
10939,Alecto (Furies) (Earth-616),,,,Red,Female,,7.0,1968-03-01,1968.0,marvel
10946,Vincent Sandhurst (Earth-616),Public Identity,,,Brown,Male,,7.0,1968-11-01,1968.0,marvel
10949,Gustav Hauptmann (Earth-616),,,,,,,7.0,1969-04-01,1969.0,marvel
10954,Rudolfo Haasen (Earth-616),Public Identity,,,Brown,Male,,7.0,1970-08-01,1970.0,marvel
10957,Nancy Stacy (Earth-616),Public Identity,,,,Female,,7.0,1971-02-01,1971.0,marvel
10959,Ego Prime (Earth-616),,,,,,,7.0,1972-05-01,1972.0,marvel
10960,Gregory Russoff (Earth-616),Public Identity,,,Grey,Male,,7.0,1972-02-01,1972.0,marvel
10967,Eobar Garrington (Earth-616),,,,,Male,,7.0,1973-12-01,1973.0,marvel
10971,Turghol (Earth-616),Public Identity,,Black,Black,Male,,7.0,1973-06-01,1973.0,marvel
10981,Ruth Hart (Earth-616),Public Identity,,,,Female,,7.0,1974-02-01,1974.0,marvel
10991,Sphinxor (Earth-616),Public Identity,,Black,No,Male,,7.0,1975-02-01,1975.0,marvel
10994,Alan Cavenaugh (Earth-616),,,,Red,Male,,7.0,1976-06-01,1976.0,marvel
10995,Arch Morton (Earth-616),,,Blue,Bald,Male,,7.0,1976-11-01,1976.0,marvel
11003,Phae-Dor (Earth-616),Public Identity,,,Blue,Male,,7.0,1976-02-01,1976.0,marvel
11009,Andrew Jackson Hawk (Earth-616),No Dual Identity,,,Black,Male,,7.0,1977-02-01,1977.0,marvel
11012,Nathan Cooper (Earth-616),Secret Identity,,,No,Male,,7.0,1977-02-01,1977.0,marvel
11015,Silas Mourner (Earth-616),,,,,Male,,7.0,1977-01-01,1977.0,marvel
11019,Barbara Robb (Earth-616),Secret Identity,,Green,Red,Female,,7.0,1978-12-01,1978.0,marvel
11022,Gert Hauptmann (Earth-616),,,,,Male,,7.0,1978-07-01,1978.0,marvel
11025,Fangor (Earth-616),,,,Brown,Male,,7.0,1979-06-01,1979.0,marvel
11026,Hector (Earth-616),,,,,Male,,7.0,1979-11-01,1979.0,marvel
11028,Joseph MacTaggert (Earth-616),Public Identity,,,Grey,Male,,7.0,1979-11-01,1979.0,marvel
11034,Andreas de Ruyter (Earth-616),,,,White,Male,,7.0,1980-12-01,1980.0,marvel
11035,Esmera (Earth-616),,,,,Female,,7.0,1980-01-01,1980.0,marvel
11037,Izanagi-No-Mikoto (Earth-616),Secret Identity,,Brown,Black,Male,,7.0,1980-10-01,1980.0,marvel
11038,Randolph James (Earth-616),Public Identity,,Pink,Bald,Male,,7.0,1980-02-01,1980.0,marvel
11041,Uranos (Earth-616),,,,Black,Male,,7.0,1980-12-01,1980.0,marvel
11050,Phil Panasci (Earth-616),Public Identity,,,Black,Male,,7.0,1981-08-01,1981.0,marvel
11054,Gabriel Sepulveda (Earth-616),Secret Identity,,Brown,Black,Male,,7.0,1982-06-01,1982.0,marvel
11068,Sharon Selleck (Earth-616),,,,Blond,Female,,7.0,1983-02-01,1983.0,marvel
11073,George Vandergill (Earth-616),Public Identity,,Brown,Grey,Male,,7.0,1984-02-01,1984.0,marvel
11074,Grimm the Sorcerer (Earth-616),,,Blue,Brown,Male,,7.0,1984-10-01,1984.0,marvel
11078,Kolomaq (Earth-616),Public Identity,,,,,,7.0,1984-01-01,1984.0,marvel
11079,Ranaq (Earth-616),Public Identity,,,,,,7.0,1984-09-01,1984.0,marvel
11084,Delmurio (Earth-616),Public Identity,,One,Orange,Male,,7.0,1985-08-01,1985.0,marvel
11095,Alexi Garnoff (Earth-616),Secret Identity,,,Brown,Male,,7.0,1986-10-01,1986.0,marvel
11103,Kylor (Earth-616),Public Identity,,Red,No,Male,,7.0,1987-10-01,1987.0,marvel
11104,Sedrick (Earth-616),Public Identity,,Yellow,Orange,Male,,7.0,1987-05-01,1987.0,marvel
11114,Lev (Earth-616),,,,Blond,Female,,7.0,1989-08-01,1989.0,marvel
11153,S.H.I.V.A. (Earth-616),,,Red,No,,,7.0,1992-01-01,1992.0,marvel
11159,Fabrikant (Earth-616),Secret Identity,,,,Male,,7.0,1993-12-01,1993.0,marvel
11179,Margoyle (Earth-616),Public Identity,,White,Purple,Female,,7.0,1995-03-01,1995.0,marvel
11180,Moonraker (Earth-616),Secret Identity,,White,Black,Male,,7.0,1995-10-01,1995.0,marvel
11181,Rolfe (Earth-616),,,,Brown,Male,,7.0,1995-09-01,1995.0,marvel
11182,Rootar (Earth-616),Public Identity,,,No,Male,,7.0,1995-03-01,1995.0,marvel
11187,James Johnsmeyer (Earth-616),Public Identity,,Brown,Blond,Male,,7.0,1996-02-01,1996.0,marvel
11188,Jasper Sitwell (Heroes Reborn) (Earth-616),,,,,Male,,7.0,1996-11-01,1996.0,marvel
11193,Tar (Earth-616),Secret Identity,,,,Male,,7.0,1996-02-01,1996.0,marvel
11200,Ko Bin Su (Earth-616),,,Brown,Black,Male,,7.0,1997-09-01,1997.0,marvel
11202,Tracey Authier (Earth-616),Public Identity,,,Brown,Female,,7.0,1997-12-01,1997.0,marvel
11204,Baby Karen (Earth-616),,,,,Female,,7.0,1998-11-01,1998.0,marvel
11206,Hames (Earth-616),,,,,Male,,7.0,1998-09-01,1998.0,marvel
11208,Miles Warton (Earth-616),,,,,Male,,7.0,1998-06-01,1998.0,marvel
11235,Raptra (Earth-616),Secret Identity,,Yellow,No,Female,,7.0,2001-12-01,2001.0,marvel
11237,Mary Zero (Mary) (Earth-616),Secret Identity,,Brown,Black,Female,,7.0,2002-11-01,2002.0,marvel
11245,Nick Nixon (Earth-616),Public Identity,,Brown,Brown,Male,,7.0,2003-11-01,2003.0,marvel
11252,Nestor Rodriguez (Earth-616),Secret Identity,,,Black,Male,,7.0,2004-06-01,2004.0,marvel
11260,Gwen (Daydream) (Earth-616),,,Green,Green,Female,,7.0,2005-03-01,2005.0,marvel
11263,Mana Yanowa (Earth-616),No Dual Identity,,Brown,Black,Female,,7.0,2005-05-01,2005.0,marvel
11272,Monstro (Earth-616),,,Brown,Grey,Male,,7.0,2006-01-01,2006.0,marvel
11276,Zhib-Ran (Earth-616),,,Blue,Red,Male,,7.0,2006-02-01,2006.0,marvel
11279,Brian van Patrick (Earth-616),Public Identity,,,,Male,,7.0,2007-06-01,2007.0,marvel
11291,Quentin Palone (Earth-616),Public Identity,,,Black,Male,,7.0,2008-03-01,2008.0,marvel
11327,Doyle (Earth-616),Public Identity,,Brown,Black,Male,,7.0,2012-03-01,2012.0,marvel
11329,Marin (Earth-616),Public Identity,,,Black,Male,,7.0,2012-03-01,2012.0,marvel
11338,Isparana (Earth-616),Public Identity,,Black,Black,Female,,7.0,,,marvel
11389,Chuck (NYPD) (Earth-616),Public Identity,,,Brown,Male,,6.0,1963-05-01,1963.0,marvel
11409,Dawn Fury (Earth-616),,,,,Female,,6.0,1967-08-01,1967.0,marvel
11411,Forsung (Earth-616),Secret Identity,,,Black,Male,,6.0,1967-08-01,1967.0,marvel
11413,Jose Santini (Earth-616),Public Identity,,,Black,Male,,6.0,1967-11-01,1967.0,marvel
11442,Dagoth (Earth-616),,,Yellow,No,Male,,6.0,1973-03-01,1973.0,marvel
11456,Maura Spinner (Earth-616),,,,Auburn,Female,,6.0,1975-01-01,1975.0,marvel
11469,Johann Goldstein (Earth-616),,,,Grey,Male,,6.0,1976-12-01,1976.0,marvel
11474,Abdul Faoul (Earth-616),Secret Identity,,,Black,Male,,6.0,1977-12-01,1977.0,marvel
11475,Aginar (Earth-616),Secret Identity,,Grey,Black,Male,,6.0,1977-05-01,1977.0,marvel
11476,Apalla (Earth-616),Secret Identity,,,Red,Female,,6.0,1977-04-01,1977.0,marvel
11481,Jacob Goldstein (Earth-616),Secret Identity,,,,Male,,6.0,1977-01-01,1977.0,marvel
11483,Ramses (Earth-616),,,Black,Black,Male,,6.0,1977-03-01,1977.0,marvel
11484,Salia Petrie (Earth-616),Public Identity,,,Brown,Female,,6.0,1977-03-01,1977.0,marvel
11490,Lee Switzler (Earth-616),No Dual Identity,,,,Male,,6.0,1978-01-01,1978.0,marvel
11491,Nygorn (Earth-616),,,,,Male,,6.0,1978-09-01,1978.0,marvel
11492,Osinga Rplss (Earth-616),Secret Identity,,Variable,No,Male,,6.0,1978-01-01,1978.0,marvel
11495,Zorba (Earth-616),Public Identity,,,Brown,Male,,6.0,1978-09-01,1978.0,marvel
11496,Achilles (Greek Legend) (Earth-616),No Dual Identity,,,Blond,Male,,6.0,1979-11-01,1979.0,marvel
11498,Alexander Walsh (Earth-616),No Dual Identity,,,Blond,Male,,6.0,1979-12-01,1979.0,marvel
11500,John Gamelin (Earth-616),Public Identity,,,White,Male,,6.0,1979-11-01,1979.0,marvel
11501,Lydia Hardy (Earth-616),,,,Grey,Female,,6.0,1979-08-01,1979.0,marvel
11503,Toro Rojo (Earth-616),,,,,Male,,6.0,1979-12-01,1979.0,marvel
11504,Xar (Earth-616),,,,,Male,,6.0,1979-03-01,1979.0,marvel
11505,Aeroika (Earth-616),,,,Gold,Male,,6.0,1980-01-01,1980.0,marvel
11509,Hubert Fusser (Earth-616),Secret Identity,,Brown,Black,Male,,6.0,1980-09-01,1980.0,marvel
11510,Lorrie Melton (Earth-616),,,,Brown,Female,,6.0,1980-09-01,1980.0,marvel
11511,Margrace (Earth-616),,,,,Male,,6.0,1980-11-01,1980.0,marvel
11512,Quetzalcoatl (Earth-616),Secret Identity,,Brown,Black,Male,,6.0,1980-10-01,1980.0,marvel
11513,Stephan Szardos (Earth-616),Public Identity,,,Black,Male,,6.0,1980-11-01,1980.0,marvel
11514,Tako Shamara (Earth-616),Secret Identity,,Brown,Black,Male,,6.0,1980-03-01,1980.0,marvel
11520,Haunch (Earth-616),,,,,,,6.0,1981-09-01,1981.0,marvel
11521,Hugo Natchios (Earth-616),Public Identity,,,Black,Male,,6.0,1981-01-01,1981.0,marvel
11523,Margaret Thatcher (Earth-616),Public Identity,,,,Female,,6.0,1981-10-01,1981.0,marvel
11526,Balor (Earth-616),,,Blue,Red,Male,,6.0,1982-11-01,1982.0,marvel
11541,Carlos Cassada (Earth-616),,,Brown,Black,Male,,6.0,1984-02-01,1984.0,marvel
11544,General Skul (Earth-616),No Dual Identity,,Green,Black,Male,,6.0,1984-09-01,1984.0,marvel
11546,Jenna Taylor (Earth-616),Public Identity,,,Black,Female,,6.0,1984-09-01,1984.0,marvel
11547,Puffball Collective,,,,,,,6.0,1984-11-01,1984.0,marvel
11548,Wendy Thorton (Earth-616),,,,Brown,Female,,6.0,1984-06-01,1984.0,marvel
11550,Ahqlau (Earth-616),No Dual Identity,,Green,Red,Female,,6.0,1985-11-01,1985.0,marvel
11553,Ivich Williamson (Earth-616),Secret Identity,,,Auburn,Female,,6.0,1985-02-01,1985.0,marvel
11559,Banca Rech (Earth-616),Public Identity,,White,Black,Female,,6.0,1986-09-01,1986.0,marvel
11572,Senator Boynton (Earth-616),Public Identity,,,White,Male,,6.0,1987-02-01,1987.0,marvel
11575,Demon (Marea) (Earth-616),,,,Black,Female,,6.0,1988-09-01,1988.0,marvel
11578,Quill (Resistants) (Earth-616),Public Identity,,Brown,Black,Male,,6.0,1988-07-01,1988.0,marvel
11583,Brian Winslow (Earth-616),,,,,Male,,6.0,1989-06-01,1989.0,marvel
11586,Dykon (Earth-616),,,,Grey,Male,,6.0,1989-09-01,1989.0,marvel
11590,Rask (Earth-616),Public Identity,,,Red,Male,,6.0,1989-08-01,1989.0,marvel
11592,Sister Salvation (Earth-616),Secret Identity,,,,Female,,6.0,1989-12-01,1989.0,marvel
11597,Zharkah (Earth-616),No Dual Identity,,Black,Black,Female,,6.0,1989-08-01,1989.0,marvel
11602,Illyich Prokvitch (Earth-616),Public Identity,,,Black,Male,,6.0,1990-07-01,1990.0,marvel
11606,Skreeal (Earth-616),,,,No,Male,,6.0,1990-12-01,1990.0,marvel
11621,Kayama Inouye (Earth-616),Secret Identity,,,Black,Male,,6.0,1991-07-01,1991.0,marvel
11622,Melvin Gooner (Earth-616),Public Identity,,,,Male,,6.0,1991-03-01,1991.0,marvel
11624,Morgan Kain (Earth-616),Secret Identity,,,,Male,,6.0,1991-06-01,1991.0,marvel
11630,Absalom (Earth-616),Secret Identity,,Blue,Blond,Male,,6.0,1992-05-01,1992.0,marvel
11638,Fang (Lilin) (Earth-616),,,,Brown,Male,,6.0,1992-09-01,1992.0,marvel
11639,Giscard Epurer (Earth-616),Public Identity,,,,Male,,6.0,1992-05-01,1992.0,marvel
11643,Hashi Noto (Earth-616),Secret Identity,,,Black,Male,,6.0,1992-05-01,1992.0,marvel
11647,Lukas (Earth-616),,,,,,,6.0,1992-09-01,1992.0,marvel
11648,Melody Taylor (Earth-616),,,,Brown,Female,,6.0,1992-07-01,1992.0,marvel
11654,Robert Fielder (Earth-616),Secret Identity,,,,Male,,6.0,1992-09-01,1992.0,marvel
